ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WATER_DEMAND_TYPE,WATER_DEMAND_VOLUME_2020,WATER_DEMAND_VOLUME_2025,WATER_DEMAND_VOLUME_2030,WATER_DEMAND_VOLUME_2035,WATER_DEMAND_VOLUME_2040,WATER_DEMAND_VOLUME_2045
2180,San Lorenzo Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,48,48,48,48,48,48
2182,San Luis Obispo  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2182,San Luis Obispo  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,245,445,645,695,745,
2182,San Luis Obispo  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,4818,6726,7068,7496,7879,0
2205,Sanger  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2063.37,2229.37,2410.14,2606.98,2821.32,3054.72
2205,Sanger  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2205,Sanger  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,311,311,311,311,311,311
2207,Santa Ana  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,249,249,249,249,249,249
2207,Santa Ana  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2207,Santa Ana  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,33240,33632.72,34146,33881,33589,33577.76
2209,Santa Barbara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9891,12669,13376,13356,13498,13689
2209,Santa Barbara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2209,Santa Barbara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,945,1221,1221,1221,1221,1221
2210,Santa Clara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,3499,4569,5488,6586,7908,9488
2210,Santa Clara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,18303,19473,20347,21111,21650,22188
2210,Santa Clara  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
4993,Santa Clarita Valley Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
4993,Santa Clarita Valley Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,65600,74200,77500,83200,86600,89500
4993,Santa Clarita Valley Water Agency,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,468,2299,4146,5541,6948,7949
2213,Santa Cruz  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2607,2633,2658,2669,2730,2749
2213,Santa Cruz  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2213,Santa Cruz  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,36,35,35,35,35,35
2214,Santa Fe Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2214,Santa Fe Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,513,600,600,600,600,600
2214,Santa Fe Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,8830,8906,9494,9673,9802,10176
2215,Santa Fe Springs  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4977,5446,5592,5740,5892,6047
2215,Santa Fe Springs  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,846,900,900,900,900,900
2215,Santa Fe Springs  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2217,Santa Margarita Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2217,Santa Margarita Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,6477,11492,13763,16954,17009,17009
2217,Santa Margarita Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,23606,22785,23135,23899,23332,23159
2218,Santa Maria  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2218,Santa Maria  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,13244,15026,17246,17869,18490,18717
2218,Santa Maria  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2220,Santa Monica  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2220,Santa Monica  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,57,1660,1660,1660,1660,
2220,Santa Monica  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,10579,12630,13441,13517,13602,0
2222,Santa Paula  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4290,4511,4813,5115,5418,0
2222,Santa Paula  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2222,Santa Paula  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2224,Santa Rosa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2224,Santa Rosa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19277,21520,22943,23512,24189,24957
2224,Santa Rosa  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,110,140,140,140,140,140
2237,Scotts Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,130,136,140,145,149,154
2237,Scotts Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1136,1111,1115,1119,1124,1143
2237,Scotts Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2241,Seal Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3273.3,3175,3368,3342.1,3317,3306
2241,Seal Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2241,Seal Beach  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2251,Serrano Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2251,Serrano Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2251,Serrano Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3931,4263,4314,4367,4394,0
2260,Shafter  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2260,Shafter  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1624,1745,1856,1961,2059,2151
2260,Shafter  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2273,Shasta Lake  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2273,Shasta Lake  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2215,2690,2827,2972,3122,3282
2273,Shasta Lake  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,95,95,95,95,95,95
2290,Sierra Madre  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2290,Sierra Madre  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2392,2487,2499,2512,2522,2533
2290,Sierra Madre  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2298,Signal Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2298,Signal Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,10,10,10,10,10,
2298,Signal Hill  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1918.3,1947,1974,2001,2034,0
2323,Soledad  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2266,2358,2405,2709,3013,3623
2323,Soledad  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2323,Soledad  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,49,55,65,70,80
2326,Sonoma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,55,55,55,55,55
2326,Sonoma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2326,Sonoma  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2174.432,2217.61,2244.37,2247.49,2262.82,2282.52
2330,Soquel Creek Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,1500,1500,1500,1500,
2330,Soquel Creek Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2330,Soquel Creek Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3347,3866,3822,3741,3655,0
2334,South Coast Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2334,South Coast Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,5376,5480,5642,5683,5716,5720
2334,South Coast Water District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,845,1100,1250,1350,1350,1350
2337,South Feather Water and Power,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2337,South Feather Water and Power,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2337,South Feather Water and Power,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1761,2075,2169,2264,2366,2471
2341,South Gate  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,8311.34,7655.4,7671.62,7687.86,7704.11,7720.42
2341,South Gate  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,247,200,200,200,200,200
2341,South Gate  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,0,0,0,0,0,0
2343,South Mesa Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2343,South Mesa Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2270,2379.84,2498.832,2623.7736,2754.96228,2892.710394
2343,South Mesa Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2345,South Pasadena  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2345,South Pasadena  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3546,4167,4200,4233,4266,4299
2345,South Pasadena  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2348,South Tahoe Public Utility District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,,,,,,
2348,South Tahoe Public Utility District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,5778.07,5886,5996,6108,6222,6338
2348,South Tahoe Public Utility District,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2381,Stockton  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2381,Stockton  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,34405,34789,37878,43162,48444,48444
2381,Stockton  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2401,Suburban Water Systems - San Jose Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,710,700,700,700,700,700
2401,Suburban Water Systems - San Jose Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,24938.6,24088.7,24328.5,24570.3,24815,25062.1
2401,Suburban Water Systems - San Jose Hills,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,20451,19531.01,19684.81,19839.8,19996.02,20153.48
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2402,Suburban Water Systems - Whittier/La Mirada,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,930,930,930,930,930
2419,Sunny Slope Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2419,Sunny Slope Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2419,Sunny Slope Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3625,3788,3903,4021,4142,4266
2424,Sunnyslope County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2424,Sunnyslope County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2424,Sunnyslope County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2579,3182,3926,4522,5231,0
2425,Sunnyvale  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,713,896,1010,1120,1232,
2425,Sunnyvale  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,19193,19287,19639,22901,24386,0
2425,Sunnyvale  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2437,Sweetwater Authority,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2437,Sweetwater Authority,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2437,Sweetwater Authority,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16941,21104,21581,22057,23031,23659
2438,Sweetwater Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2438,Sweetwater Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,718,788,792,796,788,0
2438,Sweetwater Springs Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,61,63,65,67,69,
1408,Temescal Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5213,6381,7238,7238,7238,7238
1408,Temescal Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1302,1517,2203,2203,2203,2203
1408,Temescal Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
,Test Agency 1,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,55,61895,66453,66910,66892,66988
,Test Agency 1,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
,Test Agency 1,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,155,155,155,155,32,35
,Test Agency 2,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
,Test Agency 2,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
,Test Agency 2,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,350000,350100,351100,351100,351100,352100
440,Test Agency 3,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,5,5,5,5,5,5
440,Test Agency 3,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,96,101,22,33,44,155
440,Test Agency 3,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,60,10,20,30,40,50
2469,Thousand Oaks  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2469,Thousand Oaks  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2469,Thousand Oaks  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10421,10691,10962,11232,11504,11774
2487,Torrance  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2487,Torrance  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19203,18233,18638,18925,19216,20080
2487,Torrance  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,5169,7150,7150,7150,7150,7150
2490,Trabuco Canyon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,672,701,701,701,701,701
2490,Trabuco Canyon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2490,Trabuco Canyon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2301,2444,2499,2619,2595,2589
2496,Tracy  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19526.77,20508.62,23100.38,25737.85,28403.44,33078.79
2496,Tracy  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2496,Tracy  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,1000,2067,3133,4200,6300
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2174,2191,2208,2226,2244,0
2510,Triunfo Sanitation District/Oak Park Water Service,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,509,509,509,509,509,
2512,Truckee - Donner Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2512,Truckee - Donner Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2512,Truckee - Donner Public Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,1712,1867,2014,2160,2310,0
2516,Tulare  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,4236,4299,4364,4429,4496,0
2516,Tulare  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,5520,6255,6422,6911,7435,0
2516,Tulare  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,4236,4299,4364,4429,4496,
2523,Tuolumne Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2523,Tuolumne Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4623,16684,16754,16885,17004,17212
2523,Tuolumne Utilities District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1592,1640,1690,1743,1796,1852
2524,Turlock  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,3470,4057,4639,5221,5804,
2524,Turlock  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2524,Turlock  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,7218,7590,8325,9132,10016,10844
2528,Tustin  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2528,Tustin  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10447,10081,10122,10025,9929,9898
2528,Tustin  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2530,Twentynine Palms Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2449,2660,2790,2940,3060,3200
2530,Twentynine Palms Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2530,Twentynine Palms Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2536,Ukiah  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2536,Ukiah  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3032,2814,2792,2769,2747,2722
2536,Ukiah  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,742,1400,1400,1400,1400,1400
2541,Upland  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Potable and Raw Water,18431,21665,22438,23441,23925,24300
2541,Upland  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Storage Deduction,,,,,,
2541,Upland  City Of,Table 4-3 Retail: Total Water Demands,Yes,Yes,Recycled Water Demand,703,703,703,703,703,703
2597,Vacaville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2597,Vacaville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,0,745,745,1140,1825
2597,Vacaville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,18295,18620,18974,20141,20986,21615
2602,Vallecitos Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2602,Vallecitos Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,0,471,471,471,771,771
2602,Vallecitos Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4835,6347,6593,6846,7326,8055
2603,Vallejo  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16190,28112,29153,30331,31889,31892
2603,Vallejo  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2603,Vallejo  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2604,Valley Center Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16684,21254,21995,23105,23942,25267
2604,Valley Center Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2604,Valley Center Municipal Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,57,222,231,231,231,231
2605,Valley County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6257,6651,6708,6765,6822,0
2605,Valley County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2605,Valley County Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2610,Valley Of The Moon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2610,Valley Of The Moon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2649.23,2996.1,3100.75,3220.39,3352.58,3476.84
2610,Valley Of The Moon Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2618,Valley Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,0,0,0,0,0,0
2618,Valley Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3627.4,3288.32,3340.18,3392.83,3446.33,3500.68
2618,Valley Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2626,Vaughn Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2626,Vaughn Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,3941,4611,5395.3,6312.43,7386.27,8641.11
2626,Vaughn Water Company,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2629,Ventura County Waterworks District No 01 - Moorpark,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,941,1600,1800,2000,2200,2200
2629,Ventura County Waterworks District No 01 - Moorpark,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,9257,9502,9728,9982,10210,10462
2629,Ventura County Waterworks District No 01 - Moorpark,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2631,Ventura County Waterworks District No 08 - Simi Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19135,20874,22530,24319,26261,26261
2631,Ventura County Waterworks District No 08 - Simi Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2631,Ventura County Waterworks District No 08 - Simi Valley,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,57,76,76,80,80,80
2633,Vernon  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6547,10060,10060,10060,10060,10060
2633,Vernon  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,773,800,800,800,800,800
2633,Vernon  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2635,Victorville Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2635,Victorville Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,22730,25620,27990,29090,30150,31380
2635,Victorville Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,722,885,979,1075,1149,1319
2649,Vista Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2649,Vista Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2649,Vista Irrigation District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16416,18559,19617,20362,21153,21728
2661,Walnut Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2661,Walnut Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1973,3489,3532,3575,3619,3664
2661,Walnut Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16630,17684,17899,18121,18324,18529
2669,Watsonville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,7102,7707,7903,8104,8254,8385
2669,Watsonville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,3331,3880,3880,3880,3880,3880
2669,Watsonville  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,3434,4000,4000,4000,4000,4000
2679,West Kern Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2679,West Kern Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,16338,17356,17448,17542,17637,17735
2679,West Kern Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2683,West Sacramento  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,11667,14628,16720,17390,18260,20400
2683,West Sacramento  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2683,West Sacramento  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2690,West Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
